Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,Gender,Country,Clicked on Ad,hour,weekday,month
0.0379763508196342,32,1.1778036772720433,-0.1205318448742933,-1.078997057954581,1,1.21230031614536,0,21,3,6
-1.2691181903405238,31,0.5974314261107342,0.7206834185986077,0.1791040418237796,1,1.0881419867869246,0,17,5,1
-1.099125865698652,30,0.2964365975083236,-0.1205318448742933,1.3021894138210477,0,-0.3707183831746897,0,10,2,6
-0.1135523879997115,28,0.1676101334000901,0.7206834185986077,-1.520866712510883,0,1.6934138424092966,0,14,1,6
-0.7928850111940071,30,0.0266333245676848,0.583747095860882,1.3021894138210477,0,0.8243055369002498,1,10,3,7
-0.6598198581971866,26,-0.1906997198685067,-1.128569354830901,-0.7046352672888248,0,-1.0225496123064748,0,13,6,5
0.2811863433784167,43,1.4858716500434876,-1.0129451252562915,0.1729669632882754,1,1.4140576013528172,1,21,6,4
-1.628839776193173,26,1.5895665410224018,1.250056215443378,0.5596029110250399,1,-0.5569558772123426,0,6,4,3
-0.9883443507634998,33,-0.7594585867832024,0.4659181669935361,-1.1649161574516396,1,1.6158148865602746,0,6,3,3
-0.6375362201355179,51,1.56165750754452,0.264800598178378,-0.5512083039012199,0,-1.0225496123064748,0,5,6,1
-0.8928430447849203,29,-0.0412181254240697,0.5624350026977653,-1.04831166527706,0,-1.0535891946460836,0,0,2,3
0.2168821306861728,34,-1.502488850104891,0.2287905097303534,1.2899152567500394,1,-0.6966339977405823,1,18,1,4
-0.3860494477252584,24,-0.130719639593049,-0.2579581007881836,-1.3490285135167654,0,-0.308639218495472,1,6,5,6
0.0379763508196342,25,-0.2508187870851144,-0.9563578434093956,-0.2934510054100435,1,-0.2155204714766456,0,13,4,3
1.0935841195695333,27,1.190297312145942,1.5082509992815951,-0.6616757175402954,0,1.1657409426359466,0,1,5,5
-0.3357520932432066,40,-1.0257332622998818,-0.9134886904950804,-0.2566285341970183,0,1.4761367660320348,1,16,6,1
-0.4605404663885505,39,0.1676101334000901,-1.3059251646021246,-0.3057251624810519,0,0.9329440750888806,0,7,6,1
-0.0912687499380433,43,-1.7378020958787528,1.3842979057122045,0.1729669632882754,1,0.6225482516927925,1,21,6,4
-1.2691181903405238,31,0.5974314261107342,0.7206834185986077,1.5783579479187366,1,1.0881419867869246,0,14,1,6
1.743629675597064,38,0.2957750804277664,-0.1866728236563798,1.216270314323989,1,1.6623742600696878,1,19,4,1
-0.3357520932432066,46,0.023699408973893,0.3806697943410692,-1.306068963768236,0,0.3431920106363131,1,23,6,2
-1.381809731395247,45,0.4490510943147563,-0.0703136943175247,0.9462388587618042,0,0.870864910409663,1,12,5,3
-0.1555729626302867,28,-0.069504626168354,0.9705493384420444,1.3328748064985687,0,0.1414347254288557,0,18,0,5
-0.8864762910530148,33,1.0724622087608124,0.264800598178378,-0.7905543667858835,1,1.6158148865602746,0,15,0,4
1.5532637390130957,35,1.5125981552843693,-0.4767132639452313,-1.146504921845127,1,-1.1622277328347146,0,13,4,3
-0.3860494477252584,30,0.3572369285840126,0.1746528937642753,0.4429984188504601,0,-0.308639218495472,1,21,4,5
-0.0282378879921807,25,-0.2633625483968047,0.4213342479626479,-1.551552105188404,0,0.9329440750888806,0,7,6,1
-0.0721684887423271,33,1.0724622087608124,-0.3850957600026378,1.1487624504334428,0,-0.1689610979672323,0,11,4,6
1.8658713472496455,31,-1.1511351793171478,-0.1597264989673819,-1.551552105188404,0,-1.3950246003817806,0,3,4,6
-1.2691181903405238,28,1.3099969671186338,0.9705493384420444,-1.4226734559428158,0,-0.5103965037029293,0,16,0,2
0.822997085963558,27,-1.297957794084167,0.8982841949579128,-1.4717700842268495,0,1.1657409426359466,0,4,6,7
-0.903029850755969,29,0.2712526194667667,0.948992278690846,-0.182983591770968,0,-1.0535891946460836,0,16,5,1
